task_id,cell,pass,reason,model,input_tokens,output_tokens
customize_property_style_free_dog_swimming_lake_s2,baseline_4step,1,"Both dog and mountain/lake background are rendered in consistent cartoon illustration style, no photographic elements.",claude-sonnet-5,1556,52
customize_property_style_free_dog_swimming_lake_s3,baseline_4step,1,"Both dog and background are rendered in consistent cartoon/illustration style, no photographic elements.",claude-sonnet-5,1556,47
customize_property_style_free_dog_swimming_lake_s4,baseline_4step,1,"Entire scene, dog and landscape, rendered in consistent flat cartoon illustration style.",claude-sonnet-5,1556,47
customize_property_style_free_doll_cafe_friends_s0,baseline_4step,0,The adults and background are photorealistic; only the child character is stylized.,claude-sonnet-5,2124,37
customize_property_style_free_doll_cafe_friends_s1,baseline_4step,0,The adults and background are photorealistic; only the girl is cartoon-styled.,claude-sonnet-5,2124,41
customize_property_style_free_doll_cafe_friends_s2,baseline_4step,0,The adults and background are photorealistic; only the girl is cartoon-styled.,claude-sonnet-5,2124,41
customize_property_style_free_doll_cafe_friends_s3,baseline_4step,0,"The four adult humans and background are photorealistic, only the child is cartoon-stylized.",claude-sonnet-5,2124,44
customize_property_style_free_doll_cafe_friends_s4,baseline_4step,0,"Surrounding adults and background have photorealistic rendering, unlike the flat cartoon style of the reference.",claude-sonnet-5,2124,51
customize_property_style_free_doll_fashion_show_s0,baseline_4step,0,"The audience and runway background are photorealistic, not stylized illustration.",claude-sonnet-5,2124,38
customize_property_style_free_doll_fashion_show_s1,baseline_4step,0,"The audience and runway background are photorealistic, not stylized like Image 1.",claude-sonnet-5,2124,40
customize_property_style_free_doll_fashion_show_s2,baseline_4step,0,"The audience and runway background are photorealistic, not stylized illustration.",claude-sonnet-5,2124,38
customize_property_style_free_doll_fashion_show_s3,baseline_4step,0,"The audience and runway background are photorealistic, not stylized illustration.",claude-sonnet-5,2124,38
customize_property_style_free_doll_fashion_show_s4,baseline_4step,0,"Background audience is photorealistic, not stylized illustration.",claude-sonnet-5,2124,35
customize_property_style_free_doll_mirror_s0,baseline_4step,1,"Entire scene, character and background, rendered in consistent 3D cartoon illustration style, not photographic.",claude-sonnet-5,2124,50
customize_property_style_free_doll_mirror_s1,baseline_4step,0,"Background room and mirror reflections have photorealistic rendering, not matching the flat illustration style.",claude-sonnet-5,2124,47
customize_property_style_free_doll_mirror_s2,baseline_4step,0,"Background room, mirror, and lighting look photorealistic rather than illustrated.",claude-sonnet-5,2124,42
customize_property_style_free_doll_mirror_s3,baseline_4step,0,"Background room, floor, and mirrors appear photorealistic, not stylized illustration.",claude-sonnet-5,2124,44
customize_property_style_free_doll_mirror_s4,baseline_4step,1,"Character and mirror/background are both rendered in consistent stylized 3D cartoon style, no photographic elements.",claude-sonnet-5,2124,52
customize_property_style_free_doll_photoshoot_park_s0,baseline_4step,0,"Background trees and leaves are photorealistic, unlike the cartoon character.",claude-sonnet-5,2124,41
customize_property_style_free_doll_photoshoot_park_s1,baseline_4step,0,"Background trees and leaves are rendered photorealistically, unlike the cartoon subject.",claude-sonnet-5,2124,45
customize_property_style_free_doll_photoshoot_park_s2,baseline_4step,0,"Background trees, path, and leaves render with photorealistic textures and lighting, not the flat cartoon style.",claude-sonnet-5,2124,51
customize_property_style_free_doll_photoshoot_park_s3,baseline_4step,0,"Background trees and leaves are photorealistic, unlike the flat cartoon style of the reference.",claude-sonnet-5,2124,47
customize_property_style_free_doll_photoshoot_park_s4,baseline_4step,0,"Background trees and leaves look photorealistic, not illustrated like the reference.",claude-sonnet-5,2124,41
customize_property_style_free_doll_shopping_s0,baseline_4step,0,"Background street scene and pedestrians are photorealistic, not stylized illustration.",claude-sonnet-5,2124,42
customize_property_style_free_doll_shopping_s1,baseline_4step,0,"Background street, cars, and pedestrians are photorealistic, not stylized like the character.",claude-sonnet-5,2124,44
customize_property_style_free_doll_shopping_s2,baseline_4step,0,"Background street scene with people and cars is photorealistic, not stylized.",claude-sonnet-5,2124,38
customize_property_style_free_doll_shopping_s3,baseline_4step,0,"Background street, people, and cars are photorealistic, not stylized like the reference.",claude-sonnet-5,2124,41
customize_property_style_free_doll_shopping_s4,baseline_4step,0,"Background street, people, and cars are photorealistic, not stylized like Image 1.",claude-sonnet-5,2124,42
customize_property_style_free_elephant_calf_meadow_s0,baseline_4step,1,"Entire image, including background and elephants, is rendered in cartoon illustration style.",claude-sonnet-5,1556,42
customize_property_style_free_elephant_calf_meadow_s1,baseline_4step,1,"Entire scene, elephants and background, rendered in consistent cartoon illustration style, no photographic elements.",claude-sonnet-5,1556,51
customize_property_style_free_elephant_calf_meadow_s2,baseline_4step,1,"Entire image, subjects and background, is fully cartoon-style with no photographic elements.",claude-sonnet-5,1556,44
customize_property_style_free_elephant_calf_meadow_s3,baseline_4step,1,"Entire scene, elephants and background, rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,44
customize_property_style_free_elephant_calf_meadow_s4,baseline_4step,1,"Entire scene, elephants and background, are rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,45
customize_property_style_free_elephant_jungle_foliage_s0,baseline_4step,1,"Both elephant and jungle background are rendered in consistent cartoon/illustrated style, no photographic elements.",claude-sonnet-5,1556,52
customize_property_style_free_elephant_jungle_foliage_s1,baseline_4step,1,"Both elephant and jungle background are fully cartoon-style illustrations, no photographic elements.",claude-sonnet-5,1556,47
customize_property_style_free_elephant_jungle_foliage_s2,baseline_4step,1,"Entire image, elephant and jungle background, is rendered in consistent painted/cartoon illustration style.",claude-sonnet-5,1556,50
customize_property_style_free_elephant_jungle_foliage_s3,baseline_4step,0,Background jungle foliage is photorealistic while only the elephant remains cartoon-styled.,claude-sonnet-5,1556,46
customize_property_style_free_elephant_jungle_foliage_s4,baseline_4step,1,"Both elephant and jungle background are fully stylized/cartoon, no photographic elements present.",claude-sonnet-5,1556,46
customize_property_style_free_elephant_muddy_river_s0,baseline_4step,1,"Entire scene, elephant and background, rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,44
customize_property_style_free_elephant_muddy_river_s1,baseline_4step,1,"Entire scene, including elephant, water, and trees, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,50
customize_property_style_free_elephant_muddy_river_s2,baseline_4step,1,"Entire scene, elephant and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,45
customize_property_style_free_elephant_muddy_river_s3,baseline_4step,1,"Entire scene, elephant and background, rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,44
customize_property_style_free_elephant_muddy_river_s4,baseline_4step,1,"Entire scene, elephant and background, rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,44
customize_property_style_free_elephant_savanna_sunset_s0,baseline_4step,1,"Entire scene, elephant and background, rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,44
customize_property_style_free_elephant_savanna_sunset_s1,baseline_4step,1,"Entire scene, elephant and background, is rendered in consistent cartoon illustration style, no photographic elements.",claude-sonnet-5,1556,52
customize_property_style_free_elephant_savanna_sunset_s2,baseline_4step,1,"Entire scene, elephant and background, rendered in consistent cartoon illustration style, no photographic elements.",claude-sonnet-5,1556,51
customize_property_style_free_elephant_savanna_sunset_s3,baseline_4step,1,"Entire image, subject and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,43
customize_property_style_free_elephant_savanna_sunset_s4,baseline_4step,1,"Entire image, subject and background, is rendered as stylized cartoon illustration, not photographic.",claude-sonnet-5,1556,47
customize_property_style_free_elephant_trunk_spray_s0,baseline_4step,1,"Entire image, including elephant and water, is rendered in consistent cartoon style, no photographic elements.",claude-sonnet-5,1556,49
customize_property_style_free_elephant_trunk_spray_s1,baseline_4step,1,"Entire image, including elephant and water splashes, is rendered in consistent cartoon style.",claude-sonnet-5,1556,45
customize_property_style_free_elephant_trunk_spray_s2,baseline_4step,1,"Entire image is cartoon-style illustration with flat colors and outlines, no photographic elements.",claude-sonnet-5,1556,47
customize_property_style_free_elephant_trunk_spray_s3,baseline_4step,1,"Entire image, including elephant and water splash, is rendered in flat cartoon style, no photographic elements.",claude-sonnet-5,1556,50
customize_property_style_free_elephant_trunk_spray_s4,baseline_4step,1,"Entire image, including elephant and water spray, is rendered in flat cartoon illustration style.",claude-sonnet-5,1556,46
customize_property_style_free_fox_crossing_bridge_s0,baseline_4step,1,"Entire scene, fox and background, rendered in consistent cartoon illustration style, not photographic.",claude-sonnet-5,2030,48
customize_property_style_free_fox_crossing_bridge_s1,baseline_4step,1,"Entire scene, fox and background, rendered in consistent painterly cartoon style, no photographic elements.",claude-sonnet-5,2030,50
customize_property_style_free_fox_crossing_bridge_s2,baseline_4step,1,"Entire scene, fox and forest background, are rendered in consistent cartoon/illustration style.",claude-sonnet-5,2030,47
customize_property_style_free_fox_crossing_bridge_s3,baseline_4step,1,"Entire scene, fox and forest background, rendered in consistent flat cartoon illustration style.",claude-sonnet-5,2030,47
customize_property_style_free_fox_crossing_bridge_s4,baseline_4step,1,"Entire scene, fox and background, rendered in consistent flat cartoon illustration style.",claude-sonnet-5,2030,45
customize_property_style_free_fox_drinking_stream_s0,baseline_4step,1,"Entire scene, fox and landscape, rendered in consistent stylized illustration, not photographic.",claude-sonnet-5,2030,48
customize_property_style_free_fox_drinking_stream_s1,baseline_4step,0,"Image 2 is a photorealistic rendering, not a stylized illustration like Image 1.",claude-sonnet-5,2030,46
customize_property_style_free_fox_drinking_stream_s2,baseline_4step,0,"Image 2 background and fox rendered in semi-realistic digital painting style, not flat cartoon style of reference.",claude-sonnet-5,2030,53
customize_property_style_free_fox_drinking_stream_s3,baseline_4step,1,"Entire scene, fox and background, rendered in consistent painted illustration style, not photographic.",claude-sonnet-5,2030,46
customize_property_style_free_fox_drinking_stream_s4,baseline_4step,0,"Image 2 is a photorealistic rendering, not the flat stylized cartoon look of the reference.",claude-sonnet-5,2030,49
customize_property_style_free_fox_napping_log_s0,baseline_4step,0,"Background trees, moss, and leaves are photorealistic despite the fox being stylized.",claude-sonnet-5,2030,44
customize_property_style_free_fox_napping_log_s1,baseline_4step,0,"Background forest is photorealistic while only the fox is stylized, not fully illustrated.",claude-sonnet-5,2030,44
customize_property_style_free_fox_napping_log_s2,baseline_4step,1,"Both fox and forest background are rendered in consistent cartoon/illustration style, not photographic.",claude-sonnet-5,2030,47
customize_property_style_free_fox_napping_log_s3,baseline_4step,1,"Both fox and forest background are rendered in consistent cartoon/illustrated style, not photographic.",claude-sonnet-5,2030,48
customize_property_style_free_fox_napping_log_s4,baseline_4step,1,"Entire image, fox and forest background, rendered in consistent cartoon illustration style.",claude-sonnet-5,2030,44
customize_property_style_free_fox_pouncing_mouse_s0,baseline_4step,1,"Both fox and grassy background are rendered in consistent stylized illustration, not photographic.",claude-sonnet-5,2030,45
customize_property_style_free_fox_pouncing_mouse_s1,baseline_4step,1,"Entire scene, fox, mouse, and background are rendered in consistent flat cartoon illustration style.",claude-sonnet-5,2030,50
customize_property_style_free_fox_pouncing_mouse_s2,baseline_4step,1,"Both fox subject and grassy field background are rendered in consistent cartoon illustration style, not photographic.",claude-sonnet-5,2030,50
customize_property_style_free_fox_pouncing_mouse_s3,baseline_4step,1,"Both fox, mouse, and grassy background are rendered in consistent painted/illustrated cartoon style, no photographic parts.",claude-sonnet-5,2030,58
customize_property_style_free_fox_pouncing_mouse_s4,baseline_4step,1,"Entire scene, fox, mouse, and grass field are rendered in consistent flat cartoon illustration style.",claude-sonnet-5,2030,52
customize_property_style_free_fox_snow_s0,baseline_4step,1,"Entire scene, fox and forest, rendered in consistent flat illustrated cartoon style.",claude-sonnet-5,2030,47
customize_property_style_free_fox_snow_s1,baseline_4step,0,"Image 2 is a photorealistic rendering, not stylized flat illustration like Image 1.",claude-sonnet-5,2030,47
customize_property_style_free_fox_snow_s2,baseline_4step,0,"Fox and forest are rendered in semi-realistic digital painting style, not flat cartoon style of reference.",claude-sonnet-5,2030,51
customize_property_style_free_fox_snow_s3,baseline_4step,0,"Image 2 is a photorealistic photo, not stylized illustration like the reference.",claude-sonnet-5,2030,43
customize_property_style_free_fox_snow_s4,baseline_4step,1,"Both fox and snowy forest background are rendered in consistent stylized illustration, not photographic.",claude-sonnet-5,2030,47
customize_property_style_free_frog_leaping_grass_s0,baseline_4step,1,"Entire image, subject and background, is rendered in consistent cartoon illustration style, no photographic elements.",claude-sonnet-5,1556,50
customize_property_style_free_frog_leaping_grass_s1,baseline_4step,1,"Both frog and grass/sky background are stylized illustration, no photographic elements.",claude-sonnet-5,1556,42
customize_property_style_free_frog_leaping_grass_s2,baseline_4step,1,"Entire scene, frog and background, rendered in consistent cartoon/illustrated style, no photographic elements.",claude-sonnet-5,1556,52
customize_property_style_free_frog_leaping_grass_s3,baseline_4step,1,"Entire scene, frog and background, rendered in consistent cartoon/illustration style.",claude-sonnet-5,1556,44
customize_property_style_free_frog_leaping_grass_s4,baseline_4step,1,"Entire scene, frog and background, rendered in consistent cartoon/illustrated style, no photographic elements.",claude-sonnet-5,1556,52
customize_property_style_free_frog_lily_pad_s0,baseline_4step,1,"Entire scene, frog and pond background, rendered in consistent cartoon/illustrated style, no photographic elements.",claude-sonnet-5,1556,54
customize_property_style_free_frog_lily_pad_s1,baseline_4step,1,"Entire scene, frog and pond background, rendered in consistent flat cartoon illustration style.",claude-sonnet-5,1556,47
customize_property_style_free_frog_lily_pad_s2,baseline_4step,1,"Entire scene, frog and background, is rendered in consistent cartoon/illustration style, no photographic elements.",claude-sonnet-5,1556,52
customize_property_style_free_frog_lily_pad_s3,baseline_4step,1,"Both frog and pond/lily pad background are rendered in flat cartoon illustration style, no photographic elements.",claude-sonnet-5,1556,52
customize_property_style_free_frog_lily_pad_s4,baseline_4step,1,"Entire scene, frog, lily pad, water and grass are rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,51
customize_property_style_free_frog_mossy_log_s0,baseline_4step,0,"Background forest and moss log are photorealistic, only the frog itself is stylized.",claude-sonnet-5,1556,42
customize_property_style_free_frog_mossy_log_s1,baseline_4step,0,"Background forest and moss are photorealistic, only frog subject is stylized cartoon.",claude-sonnet-5,1556,44
customize_property_style_free_frog_mossy_log_s2,baseline_4step,1,"Entire scene, frog and forest background, is rendered in consistent flat cartoon illustration style.",claude-sonnet-5,1556,48
customize_property_style_free_frog_mossy_log_s3,baseline_4step,1,"Entire scene, subject and background, is rendered in consistent illustrated cartoon style, not photographic.",claude-sonnet-5,1556,50
customize_property_style_free_frog_mossy_log_s4,baseline_4step,1,"Both frog and forest background are rendered in consistent cartoon/illustration style, no photographic elements.",claude-sonnet-5,1556,49
customize_property_style_free_frog_rain_leaf_s0,baseline_4step,0,"Image 2 is a photorealistic render with realistic water droplets and background, not stylized like Image 1.",claude-sonnet-5,1556,50
customize_property_style_free_frog_rain_leaf_s1,baseline_4step,0,"Background leaves and rain look photographic, only frog is cartoon-styled.",claude-sonnet-5,1556,41
customize_property_style_free_frog_rain_leaf_s2,baseline_4step,0,"Image 2 is a photorealistic rendering, not the flat vector illustration style of Image 1.",claude-sonnet-5,1556,48
customize_property_style_free_frog_rain_leaf_s3,baseline_4step,0,"Image 2 is photorealistic with rain and detailed leaf texture, not stylized like Image 1.",claude-sonnet-5,1556,50
customize_property_style_free_frog_rain_leaf_s4,baseline_4step,0,"Image 2 is a photorealistic photo, not a stylized illustration like Image 1.",claude-sonnet-5,1556,45
customize_property_style_free_frog_shallow_stream_s0,baseline_4step,1,"Entire scene, frog and forest/river background, is rendered in consistent stylized illustration, no photographic elements.",claude-sonnet-5,1556,53
customize_property_style_free_frog_shallow_stream_s1,baseline_4step,1,"Entire scene, including background water and rocks, is stylized/illustrated, not photographic.",claude-sonnet-5,1556,45
customize_property_style_free_frog_shallow_stream_s2,baseline_4step,1,"Entire scene, frog and background, rendered in consistent cartoon illustration style, no photographic elements.",claude-sonnet-5,1556,50
customize_property_style_free_frog_shallow_stream_s3,baseline_4step,1,"Entire scene, including frog, water, rocks, and trees, is rendered in consistent cartoon illustration style.",claude-sonnet-5,1556,53
customize_property_style_free_frog_shallow_stream_s4,baseline_4step,1,"Entire scene, frog and background, rendered in consistent cartoon/illustration style, no photographic elements.",claude-sonnet-5,1556,51
customize_property_style_free_globe_man_backyard_grill_s0,baseline_4step,1,"Entire image, subject and background, rendered in consistent cartoon/comic illustration style, not photographic.",claude-sonnet-5,2456,50
customize_property_style_free_globe_man_backyard_grill_s1,baseline_4step,1,"Entire scene, figure, grill, and background are rendered in consistent cartoon illustration style.",claude-sonnet-5,2456,47
customize_property_style_free_globe_man_backyard_grill_s2,baseline_4step,1,"Entire scene, including background and figure, is rendered in cartoon style, not photographic.",claude-sonnet-5,2456,44
customize_property_style_free_globe_man_backyard_grill_s3,baseline_4step,1,"Entire image, subject and background, rendered in consistent cartoon illustration style, not photographic.",claude-sonnet-5,2456,47
customize_property_style_free_globe_man_backyard_grill_s4,baseline_4step,1,"Entire image, including background and figure, is rendered in consistent cartoon/illustration style.",claude-sonnet-5,2456,45
customize_property_style_free_globe_man_baseball_game_s0,baseline_4step,1,"Entire scene, figures, crowd, and stadium are rendered in consistent cartoon/illustration style.",claude-sonnet-5,2456,51
customize_property_style_free_globe_man_baseball_game_s1,baseline_4step,0,"Image 2 is a photorealistic photograph, not stylized like the illustration reference.",claude-sonnet-5,2456,44
customize_property_style_free_globe_man_baseball_game_s2,baseline_4step,0,"Image 2 is a photorealistic photo, not stylized like the illustration reference.",claude-sonnet-5,2456,43
customize_property_style_free_globe_man_baseball_game_s3,baseline_4step,0,"Background crowd and stadium have photographic textures, not matching flat illustration style.",claude-sonnet-5,2456,42
customize_property_style_free_globe_man_baseball_game_s4,baseline_4step,0,"Background crowd and stadium look photorealistic, not matching flat illustrated style.",claude-sonnet-5,2456,43
customize_property_style_free_globe_man_diner_breakfast_s0,baseline_4step,1,"Entire scene, subject and background, rendered in consistent cartoon/illustrated style, no photographic areas.",claude-sonnet-5,2456,52
customize_property_style_free_globe_man_diner_breakfast_s1,baseline_4step,1,"Entire scene, characters, and background are rendered in consistent cartoon/illustration style, not photographic.",claude-sonnet-5,2456,50
customize_property_style_free_globe_man_diner_breakfast_s2,baseline_4step,1,"Entire scene, subject, background, and objects are rendered in consistent cartoon/illustration style.",claude-sonnet-5,2456,48
customize_property_style_free_globe_man_diner_breakfast_s3,baseline_4step,0,"Background diner and side characters look photorealistic, not stylized like Image 1.",claude-sonnet-5,2456,41
customize_property_style_free_globe_man_diner_breakfast_s4,baseline_4step,1,"Entire scene, subject and background, is rendered in consistent cartoon/illustration style.",claude-sonnet-5,2456,45
customize_property_style_free_globe_man_fishing_pier_s0,baseline_4step,0,"Sky, water, and figure have painterly/photorealistic rendering, not the flat cartoon ink style of reference.",claude-sonnet-5,2456,54
customize_property_style_free_globe_man_fishing_pier_s1,baseline_4step,0,"Sky and water background are rendered photorealistically, unlike the flat cartoon reference.",claude-sonnet-5,2456,45
customize_property_style_free_globe_man_fishing_pier_s2,baseline_4step,1,"Entire image, subject and background, rendered in consistent cartoon illustration style.",claude-sonnet-5,2456,42
customize_property_style_free_globe_man_fishing_pier_s3,baseline_4step,1,"Entire scene, figure, water, and sky rendered as flat-colored line illustration, no photographic elements.",claude-sonnet-5,2456,51
customize_property_style_free_globe_man_fishing_pier_s4,baseline_4step,1,"Image 2 is fully rendered in cartoon/illustration style, both figure and background.",claude-sonnet-5,2456,44
customize_property_style_free_globe_man_gas_station_s0,baseline_4step,1,"Entire scene, figure and gas station background, rendered in consistent cartoon/illustrated style.",claude-sonnet-5,2456,48
customize_property_style_free_globe_man_gas_station_s1,baseline_4step,1,"Entire scene including truck, station, and figure rendered in consistent cartoon illustration style.",claude-sonnet-5,2456,46
customize_property_style_free_globe_man_gas_station_s2,baseline_4step,0,"The truck and gas station background look photorealistic, not stylized like the reference.",claude-sonnet-5,2456,40
customize_property_style_free_globe_man_gas_station_s3,baseline_4step,0,"The truck and background scene look photorealistic, not illustrated like Image 1.",claude-sonnet-5,2456,41
customize_property_style_free_globe_man_gas_station_s4,baseline_4step,1,"Entire scene, including car and background, rendered in consistent cartoon/illustrated style.",claude-sonnet-5,2456,45
customize_property_style_free_mouse_bread_crumb_s0,baseline_4step,0,Background kitchen is photorealistic while only mouse subject is cartoon-styled.,claude-sonnet-5,1556,44
customize_property_style_free_mouse_bread_crumb_s1,baseline_4step,1,"Entire scene, including mouse and kitchen background, is rendered in consistent cartoon style.",claude-sonnet-5,1556,47
customize_property_style_free_mouse_bread_crumb_s2,baseline_4step,1,"Both mouse and kitchen background show consistent cartoon/illustration style, no photographic elements.",claude-sonnet-5,1556,48
customize_property_style_free_mouse_bread_crumb_s3,baseline_4step,0,Background kitchen is photorealistic while only mouse is cartoon-styled.,claude-sonnet-5,1556,42
customize_property_style_free_mouse_bread_crumb_s4,baseline_4step,0,"Background kitchen and bread are photorealistic, not stylized like Image 1.",claude-sonnet-5,1556,42
customize_property_style_free_mouse_cheese_wedge_s0,baseline_4step,0,"Background wood table and cheese are photorealistic, not stylized like the mouse.",claude-sonnet-5,1556,42
customize_property_style_free_mouse_cheese_wedge_s1,baseline_4step,0,Background and cheese are photorealistic while only the mouse is cartoon-style.,claude-sonnet-5,1556,42
customize_property_style_free_mouse_cheese_wedge_s2,baseline_4step,0,Background is photorealistic while only mouse and cheese are cartoon-styled.,claude-sonnet-5,1556,42
customize_property_style_free_mouse_cheese_wedge_s3,baseline_4step,0,"Background, table, and cheese are photorealistic while only mouse is cartoon style.",claude-sonnet-5,1556,43
customize_property_style_free_mouse_cheese_wedge_s4,baseline_4step,0,"The cheese and wooden table/background remain photorealistic, not stylized like the mouse.",claude-sonnet-5,1556,45
customize_property_style_free_mouse_mossy_stone_s0,baseline_4step,0,"Background garden and moss rock are photorealistic, not illustrated like the mouse.",claude-sonnet-5,1556,43
customize_property_style_free_mouse_mossy_stone_s1,baseline_4step,0,"Background flowers, rock, and moss are photographic while only the mouse is cartoon style.",claude-sonnet-5,1556,45
customize_property_style_free_mouse_mossy_stone_s2,baseline_4step,0,"Background garden and stone are photorealistic, only the mouse is cartoon-style.",claude-sonnet-5,1556,43
customize_property_style_free_mouse_mossy_stone_s3,baseline_4step,0,"Background flowers and moss rock are photorealistic, only the mouse is cartoon-styled.",claude-sonnet-5,1556,47
customize_property_style_free_mouse_mossy_stone_s4,baseline_4step,0,"Background garden and moss rock are photorealistic, not stylized like the mouse.",claude-sonnet-5,1556,42
customize_property_style_free_mouse_straw_burrow_s0,baseline_4step,1,Both mouse and straw nest background are rendered in consistent cartoon/illustration style.,claude-sonnet-5,1556,45
customize_property_style_free_mouse_straw_burrow_s1,baseline_4step,1,"Both mouse and nest background are rendered in consistent cartoon/illustration style, no photographic elements.",claude-sonnet-5,1556,50
customize_property_style_free_mouse_straw_burrow_s2,baseline_4step,1,"Both mouse and straw nest background are rendered in consistent cartoon/illustrated style, no photographic elements.",claude-sonnet-5,1556,53
customize_property_style_free_mouse_straw_burrow_s3,baseline_4step,1,"Both mouse and straw nest background are rendered in consistent cartoon/illustrated style, no photographic elements.",claude-sonnet-5,1556,53
customize_property_style_free_mouse_straw_burrow_s4,baseline_4step,1,"Both mouse and straw nest background are rendered in consistent cartoon/illustration style, no photographic elements.",claude-sonnet-5,1556,52
customize_property_style_free_mouse_wheat_field_s0,baseline_4step,0,Background wheat field is photorealistic; only the mouse is cartoon-styled.,claude-sonnet-5,1556,43
customize_property_style_free_mouse_wheat_field_s1,baseline_4step,0,Background wheat field is photorealistic while only the mouse is cartoon-styled.,claude-sonnet-5,1556,43
customize_property_style_free_mouse_wheat_field_s2,baseline_4step,0,Wheat field background is photorealistic while only the mouse is cartoon style.,claude-sonnet-5,1556,41
customize_property_style_free_mouse_wheat_field_s3,baseline_4step,0,The wheat field background is photorealistic while only the mouse is cartoon-styled.,claude-sonnet-5,1556,43
customize_property_style_free_mouse_wheat_field_s4,baseline_4step,0,"Wheat field background is rendered photorealistically, unlike the flat cartoon style of the mouse.",claude-sonnet-5,1556,49
customize_property_style_free_orange_cat_bowl_drinking_s0,baseline_4step,1,"Entire image, including cat and bowl, is stylized cartoon with no photographic elements.",claude-sonnet-5,2273,45
customize_property_style_free_orange_cat_bowl_drinking_s1,baseline_4step,1,"Entire image, including cat and bowl, is rendered in consistent cartoon illustration style.",claude-sonnet-5,2273,46
customize_property_style_free_orange_cat_bowl_drinking_s2,baseline_4step,1,"Entire image, including cat and bowl, is rendered in consistent flat cartoon style.",claude-sonnet-5,2273,45
customize_property_style_free_orange_cat_bowl_drinking_s3,baseline_4step,1,"Entire image, cat and bowl, is stylized cartoon linework, no photographic elements.",claude-sonnet-5,2273,46
customize_property_style_free_orange_cat_bowl_drinking_s4,baseline_4step,1,"Entire image, including cat and bowl, is fully cartoon-style with no photographic elements.",claude-sonnet-5,2273,46
customize_property_style_free_orange_cat_fence_walk_s0,baseline_4step,1,"Entire scene, including cat and background, is rendered in consistent cartoon illustration style.",claude-sonnet-5,2273,45
customize_property_style_free_orange_cat_fence_walk_s1,baseline_4step,0,"Background trees, sky, and fence are photorealistic, not stylized like the cat.",claude-sonnet-5,2273,43
customize_property_style_free_orange_cat_fence_walk_s2,baseline_4step,0,"Background trees/sky are photorealistic despite cartoon cat, breaking uniform stylization.",claude-sonnet-5,2273,48
customize_property_style_free_orange_cat_fence_walk_s3,baseline_4step,0,"Background trees/fence have photorealistic rendering, unlike flat cartoon style of reference.",claude-sonnet-5,2273,47
customize_property_style_free_orange_cat_fence_walk_s4,baseline_4step,1,"Entire image, including cat, fence, and background, is fully stylized cartoon rendering.",claude-sonnet-5,2273,45
customize_property_style_free_orange_cat_garden_stalk_s0,baseline_4step,1,"Both cat and background are fully rendered in a consistent cartoon/illustrated style, no photographic elements.",claude-sonnet-5,2273,51
customize_property_style_free_orange_cat_garden_stalk_s1,baseline_4step,0,"Image 2 is a photorealistic photo, not a cartoon illustration like the reference.",claude-sonnet-5,2273,45
customize_property_style_free_orange_cat_garden_stalk_s2,baseline_4step,0,"Background grass and flowers are photorealistic, only the cat is stylized.",claude-sonnet-5,2273,40
customize_property_style_free_orange_cat_garden_stalk_s3,baseline_4step,0,"Background grass and flowers are photorealistic, only cat is cartoon style.",claude-sonnet-5,2273,41
customize_property_style_free_orange_cat_garden_stalk_s4,baseline_4step,0,"Image 2 is a photorealistic photograph, not a stylized cartoon illustration.",claude-sonnet-5,2273,45
customize_property_style_free_orange_cat_windowsill_nap_s0,baseline_4step,1,"Both cat and background are rendered in consistent semi-realistic cartoon illustration style, not photographic.",claude-sonnet-5,2273,50
customize_property_style_free_orange_cat_windowsill_nap_s1,baseline_4step,1,"Entire image, including cat and background, is rendered in cartoon illustration style, no photographic elements.",claude-sonnet-5,2273,48
customize_property_style_free_orange_cat_windowsill_nap_s2,baseline_4step,0,Background window scene has photographic realism inconsistent with flat cartoon style of reference.,claude-sonnet-5,2273,44
customize_property_style_free_orange_cat_windowsill_nap_s3,baseline_4step,1,"Entire scene, cat and background, rendered in consistent soft cartoon illustration style, no photographic elements.",claude-sonnet-5,2273,52
customize_property_style_free_orange_cat_windowsill_nap_s4,baseline_4step,1,"Entire scene, cat and background, rendered in consistent detailed illustrated/anime style, not photographic.",claude-sonnet-5,2273,51
customize_property_style_free_orange_cat_yarn_play_s0,baseline_4step,0,"Background floor and furniture are rendered photorealistically, not in flat cartoon style.",claude-sonnet-5,2273,44
customize_property_style_free_orange_cat_yarn_play_s1,baseline_4step,1,"Entire scene, including cat, yarn, and background, is rendered in consistent cartoon style.",claude-sonnet-5,2273,47
customize_property_style_free_orange_cat_yarn_play_s2,baseline_4step,1,"Both cat and wooden floor background are rendered in consistent cartoon style, no photographic elements.",claude-sonnet-5,2273,48
customize_property_style_free_orange_cat_yarn_play_s3,baseline_4step,0,The wooden floor background has photorealistic texture and shading unlike flat cartoon style.,claude-sonnet-5,2273,45
